,ua,ub,uc,ud,Diff
0,0.2380817974733117,0.7619182025266883,0.773508671480822,0.2380817974733117,0.3029027777777775
1,0.2380817974733117,0.7619182025266883,0.773508671480822,0.2380817974733117,0.3029027777777775
2,0.2380817974733117,0.7619182025266883,0.773508671480822,0.2380817974733117,0.3029027777777775
3,0.2380817974733117,0.7619182025266883,0.773508671480822,0.2380817974733117,0.3029027777777775
4,0.2380817974733117,0.7619182025266883,0.773508671480822,0.34383823382983036,0.16675694444444383
5,0.2380817974733117,0.7619182025266883,0.773508671480822,0.34383823382983036,0.16675694444444383
6,0.2380817974733117,0.7619182025266883,0.773508671480822,0.34383823382983036,0.16675694444444383
7,0.2380817974733117,0.7619182025266883,0.773508671480822,0.34383823382983036,0.16675694444444383
8,0.2380817974733117,0.7619182025266883,0.773508671480822,0.5957389257045685,-0.625243055555556
9,0.2380817974733117,0.7619182025266883,0.773508671480822,0.5957389257045685,-0.625243055555556
10,0.2380817974733117,0.7619182025266883,0.773508671480822,0.5957389257045685,-0.625243055555556
11,0.2380817974733117,0.7619182025266883,0.773508671480822,0.5957389257045685,-0.625243055555556
12,0.2380817974733117,0.7619182025266883,0.773508671480822,0.8056078109106678,-1.4172430555555557
13,0.2380817974733117,0.7619182025266883,0.773508671480822,0.8056078109106678,-1.4172430555555557
14,0.2380817974733117,0.7619182025266883,0.773508671480822,0.8056078109106678,-1.4172430555555557
15,0.2380817974733117,0.7619182025266883,0.773508671480822,0.8056078109106678,-1.4172430555555557
16,0.2380817974733117,0.6561617661701696,0.773508671480822,0.2380817974733117,0.26776388888888925
17,0.2380817974733117,0.6561617661701696,0.773508671480822,0.2380817974733117,0.26776388888888925
18,0.2380817974733117,0.6561617661701696,0.773508671480822,0.2380817974733117,0.26776388888888925
19,0.2380817974733117,0.6561617661701696,0.773508671480822,0.2380817974733117,0.26776388888888925
20,0.2380817974733117,0.6561617661701696,0.773508671480822,0.34383823382983036,-0.12823611111111083
21,0.2380817974733117,0.6561617661701696,0.773508671480822,0.34383823382983036,-0.12823611111111083
22,0.2380817974733117,0.6561617661701696,0.773508671480822,0.34383823382983036,-0.12823611111111083
