,ua,ub,uc,ud,reward
0,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.3394002316741961,-0.03076923076923077
1,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.3394002316741961,-0.03076923076923077
2,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.3394002316741961,-0.03076923076923077
3,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.3394002316741961,-0.03076923076923077
4,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.4447294443405706,-0.007692307692307693
5,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.4447294443405706,-0.007692307692307693
6,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.4447294443405706,-0.007692307692307693
7,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.4447294443405706,-0.007692307692307693
8,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.5552705556594294,0.015384615384615385
9,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.5552705556594294,0.015384615384615385
10,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.5552705556594294,0.015384615384615385
11,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.5552705556594294,0.015384615384615385
12,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.6605997683258039,0.038461538461538464
13,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.6605997683258039,0.038461538461538464
14,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.6605997683258039,0.038461538461538464
15,0.3585616530900773,0.3585616530900773,0.3511210580214271,0.6605997683258039,0.038461538461538464
16,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.3394002316741961,0.003926282051282176
17,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.3394002316741961,0.003926282051282176
18,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.3394002316741961,0.003926282051282176
19,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.3394002316741961,0.003926282051282176
20,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.4447294443405706,0.027003205128205254
21,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.4447294443405706,0.027003205128205254
22,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.4447294443405706,0.027003205128205254
23,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.4447294443405706,0.027003205128205254
24,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.5552705556594294,0.038461538461538464
25,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.5552705556594294,0.038461538461538464
26,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.5552705556594294,0.038461538461538464
27,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.5552705556594294,0.038461538461538464
28,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.6605997683258039,0.015384615384615385
29,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.6605997683258039,0.015384615384615385
30,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.6605997683258039,0.015384615384615385
31,0.3585616530900773,0.4199160489232553,0.3511210580214271,0.6605997683258039,0.015384615384615385
32,0.3585616530900773,0.5483164642033881,0.3511210580214271,0.3394002316741961,0.19230769230769232
33,0.3585616530900773,0.5483164642033881,0.3511210580214271,0.3394002316741961,0.19230769230769232
